respondent_serial,respondent_id,country,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,levelsch,highestlevel,unisch,postgradsch,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,noofchildren,childage,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,q20_q211,q20_q212,q20_q213,q20_q214,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_education1,ban_education2,ban_education3,ban_education4,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_no_ofchildren,ban_age_youngest,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
572,GEN24_3460,Singapore,1977,44,44,35-44 years old,Female,Employee (working full-time in public service),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,No,-,-,"$6,000-$7,999","$15,000-$19,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
606,GEN24_3461,Singapore,1990,31,31,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,"Professional, Scientific and Technical Activities","Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,Prefer not to answer,Prefer not to answer,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,25-34 yo,Male,-,-,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
609,GEN24_3462,Singapore,1969,52,52,45-54 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Disagree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,4,1 to 6 years old,"$6,000-$7,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - More than 3 children,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,B2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
612,GEN24_3463,Singapore,1975,46,46,45-54 years old,Male,Employer (i.e. persons who operate own business WITH paid employees),-,"University undergraduate (i.e., general/honours degree)",Overseas Institutions outside Singapore,-,Financial and Insurance Activities,Business owner/ Sole proprietor/ Self-employed,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,2,13 to 17 years old,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,45-54 yo,Male,-,-,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,13 to 17 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,Neutral,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
614,GEN24_3464,Singapore,1957,64,64,55-64 years old,Male,Retiree,-,Secondary school,-,-,Administrative and Support Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,2,22 years or older,Prefer not to answer,Prefer not to answer,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-,-,-,-,55-64 yo,Male,-,-,Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,B2B,No,Yes,No,No,No,No,Yes,Fairness_Cheating
615,GEN24_3465,Singapore,1989,32,32,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Financial and Insurance Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,"$4,000-$5,999","$15,000-$19,999",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
645,GEN24_3467,Singapore,2004,17,17,16-24 years old,Male,Full-time student,ITE/Vocational Institute,Secondary school,-,-,Never worked before,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Neutral,Neutral,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),4,Single,No,-,-,No personal income,"$6,000-$7,999",Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,Yes,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,Neutral,Neutral,T2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
648,GEN24_3469,Singapore,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),3,Married,Yes,1,1 to 6 years old,"$6,000-$7,999","$20,000-$29,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,35-44 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,1 child,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
652,GEN24_3470,Singapore,1996,25,25,25-34 years old,Male,Full-time student,"University undergraduate (i.e., general/honours degree)",Polytechnic,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,"Below $1,000","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,Yes,Yes,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
650,GEN24_3471,Singapore,1988,33,33,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Transportation and Storage,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,25-34 yo,Female,-,-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
653,GEN24_3472,Singapore,2003,18,18,16-24 years old,Male,Full-time student,ITE/Vocational Institute,Secondary school,-,-,Never worked before,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,2,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Male,-,-,Yes,Yes,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
658,GEN24_3473,Singapore,2005,16,16,16-24 years old,Female,Full-time student,Secondary school,None or Primary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,No personal income,Prefer not to answer,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,16-24 yo,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Purity_Degradation
660,GEN24_3474,Singapore,1981,40,40,35-44 years old,Female,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,"Professional, Scientific and Technical Activities",Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,"$6,000-$7,999",Prefer not to answer,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,35-44 yo,Female,Medium ($3k to $7.9k),-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
663,GEN24_3475,Singapore,1979,42,42,35-44 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,"Arts, Entertainment and Recreation","Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,No - Expecting 1st child,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,35-44 yo,Male,-,-,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,No,Yes,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Liberty_Oppression
666,GEN24_3476,Singapore,1976,45,45,45-54 years old,Male,Employee (working full-time in private sector),-,None or Primary school,-,-,Other Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),3,Married,Yes,3,7 to 12 years old,"$2,000-$2,999","$2,000-$2,999",No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,-,-,-,-,45-54 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,Yes,No,No,No,No,Yes,Fairness_Cheating
670,GEN24_3478,Singapore,1984,37,37,35-44 years old,Female,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",5,Married,Yes,1,7 to 12 years old,"$2,000-$2,999","$2,000-$2,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,35-44 yo,Female,Low (below $3k),Low (below $4k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,1 child,7 to 12 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
678,GEN24_3479,Singapore,1975,46,46,45-54 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,3,7 to 12 years old,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,45-54 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
682,GEN24_3480,Singapore,1958,63,63,55-64 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,3,22 years or older,"Below $1,000","$1,000-$1,999",No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,-,-,-,-,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,No,Yes,No,Yes,Harm_Care
1106,GEN24_3481,Singapore,1957,64,64,55-64 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,22 years or older,No personal income,"$6,000-$7,999",No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-,-,-,-,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,-,-,-,-,-,-,-,-,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,Yes,No,No,No,No,Yes,Purity_Degradation
673,GEN24_3482,Singapore,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,-,-,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,35-44 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
655,GEN24_3483,Singapore,1997,24,24,16-24 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Health and Social Services,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,"$4,000-$5,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,16-24 yo,Female,Medium ($3k to $7.9k),-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Purity_Degradation
798,GEN24_3486,Singapore,1988,33,33,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,"Electricity, Gas, Steam and Air Conditioning Supply",Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,"$4,000-$5,999","$15,000-$19,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
799,GEN24_3487,Singapore,1968,53,53,45-54 years old,Female,Employee (working full-time in private sector),-,None or Primary school,-,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,2,18 to 21 years old,"$1,000-$1,999","$3,000-$3,999",No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-,-,-,-,45-54 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,Yes,No,No,No,No,Yes,Loyal_betrayal
132,GEN24_3501,Singapore,1967,54,54,45-54 years old,Female,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Other Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,2,22 years or older,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,45-54 yo,Female,Low (below $3k),-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
135,GEN24_3502,Singapore,2000,21,21,16-24 years old,Female,Full-time student,"University undergraduate (i.e., general/honours degree)",Junior College/Centralised Institute,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,No personal income,"$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,Yes,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
194,GEN24_3510,Singapore,1947,74,74,65 years old and above,Male,Retiree,-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Transportation and Storage,Business owner/ Sole proprietor/ Self-employed,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,2,22 years or older,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,65 yo +,Male,Low (below $3k),-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
517,GEN24_3511,Singapore,2001,20,20,16-24 years old,Male,Serving full-time National Service,-,Junior College/Centralised Institute,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,No personal income,"$10,000-$14,999",Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,16-24 yo,Male,Low (below $3k),High ($10k and above),No,Yes,No,No,-,-,-,-,Yes,No,No,No,No,No,Yes,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
