respondent_serial,respondent_id,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,highestlevel,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
709,GEN24_1035,1993,28,28,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Single,No,"$3,000-$3,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
712,GEN24_1036,1968,53,53,45-54 years old,Male,"Unemployed, for more than 1 week but less than 6 months",Secondary school,Transportation and Storage,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
716,GEN24_1037,1973,48,48,45-54 years old,Male,Employee (working full-time in private sector),None or Primary school,Health and Social Services,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",3,1,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$1,000-$1,999","$1,000-$1,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Liberty_Oppression
725,GEN24_1039,1979,42,42,35-44 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,Neutral,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
728,GEN24_1040,1967,54,54,45-54 years old,Female,Employer (i.e. persons who operate own business WITH paid employees),"University undergraduate (i.e., general/honours degree)",Accommodation and Food Service Activities,Business owner/ Sole proprietor/ Self-employed,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$4,000-$5,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,T2B,B2B,No,No,No,Yes,No,Yes,No,Loyal_betrayal
739,GEN24_1041,1987,34,34,25-34 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Agree,Strongly Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,"$6,000-$7,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
759,GEN24_1043,1976,45,45,45-54 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$10,000-$14,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,High ($8k and above),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
765,GEN24_1044,1977,44,44,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
774,GEN24_1045,1987,34,34,25-34 years old,Female,Housewife / homemaker,ITE/Vocational Institute,Construction,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,No personal income,Prefer not to answer,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
781,GEN24_1046,1955,66,66,65 years old and above,Female,Retiree,"University undergraduate (i.e., general/honours degree)",Education,"Senior Management (CEO, COO, Director & above, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",2,1,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
799,GEN24_1049,1987,34,34,25-34 years old,Male,Employer (i.e. persons who operate own business WITH paid employees),None or Primary school,Manufacturing,Business owner/ Sole proprietor/ Self-employed,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,No,"$10,000-$14,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,High ($8k and above),High ($10k and above),Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,No,Yes,No,Yes,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
804,GEN24_1050,1977,44,44,35-44 years old,Female,Employer (i.e. persons who operate own business WITH paid employees),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,Business owner/ Sole proprietor/ Self-employed,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$8,000- $9,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
894,GEN24_1051,1980,41,41,35-44 years old,Female,Employee (working part-time/casual),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$2,000-$2,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
896,GEN24_1052,1975,46,46,45-54 years old,Male,Employee (working full-time in private sector),Polytechnic,Other Service Activities,"Senior Management (CEO, COO, Director & above, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Single,No,"$6,000-$7,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
899,GEN24_1054,1958,63,63,55-64 years old,Male,Employee (working full-time in private sector),None or Primary school,Other Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,1,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,"$1,000-$1,999","$1,000-$1,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,55-64 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
900,GEN24_1055,1970,51,51,45-54 years old,Male,Employee (working full-time in private sector),None or Primary school,Accommodation and Food Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,"$1,000-$1,999","$1,000-$1,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
903,GEN24_1056,1950,71,71,65 years old and above,Female,Retiree,Secondary school,Manufacturing,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,No personal income,Prefer not to answer,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
909,GEN24_1057,1960,61,61,55-64 years old,Female,Employee (working part-time/casual),Polytechnic,Education,Business owner/ Sole proprietor/ Self-employed,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Agree,Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Married,Yes,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
912,GEN24_1058,1962,59,59,55-64 years old,Female,Employee (working part-time/casual),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Other Service Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,"$1,000-$1,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Authority_Subversion
917,GEN24_1059,1952,69,69,65 years old and above,Female,Employee (working part-time/casual),None or Primary school,Accommodation and Food Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Strongly Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"Below $1,000",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
920,GEN24_1060,1993,28,28,25-34 years old,Male,Employee (working full-time in private sector),ITE/Vocational Institute,Information and Communications,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Single,No,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Loyal_betrayal
1007,GEN24_1061,1951,70,70,65 years old and above,Female,Retiree,Secondary school,Accommodation and Food Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Loyal_betrayal
1012,GEN24_1062,1965,56,56,55-64 years old,Male,Employee (working full-time in public service),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Singapore Public Service/ Government employees,"Senior Management (CEO, COO, Director & above, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,"$10,000-$14,999",Prefer not to answer,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,55-64 yo,Male,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,T2B,T2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
1016,GEN24_1063,1968,53,53,45-54 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Administrative and Support Service Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,"$6,000-$7,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1018,GEN24_1064,1981,40,40,35-44 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Disagree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,"$6,000-$7,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",B2B,Neutral,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1021,GEN24_1065,1949,72,72,65 years old and above,Female,Retiree,Secondary school,Wholesale and Retail Trade,Business owner/ Sole proprietor/ Self-employed,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Loyal_betrayal
1024,GEN24_1066,1992,29,29,25-34 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Other Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Disagree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,"$8,000- $9,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",B2B,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1028,GEN24_1067,1967,54,54,45-54 years old,Female,Employee (working part-time/casual),Junior College/Centralised Institute,Health and Social Services,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",5,Married,Yes,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1031,GEN24_1068,1976,45,45,45-54 years old,Female,Employee (working full-time in public service),"University undergraduate (i.e., general/honours degree)",Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Neutral,Neutral,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),2,Single,No,"$6,000-$7,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
1034,GEN24_1069,1978,43,43,35-44 years old,Male,Employee (working full-time in private sector),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$8,000- $9,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,High ($8k and above),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
